Overflow Type,Municipality/Facility,NPDES #,Date Discovered,Time Discovered,Days,Minutes,Hours,Location,Zip Code,Latitude,Longitude,Collection-System,Quantity in Gallons (Estimated),Net in Gallons (Estimated),Cause,Watershed,Receiving waters,County,Comments,Penalty Collected,Penalty Notes
SSO,City of Baltimore,N/A,5/11/2013,8:00:00 PM,0,0,60,4406 Kathland Avenue,21207,,,Patapsco WWTP,60,60,Rags & grease,,Unknown,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,5/12/2013,11:10:00 AM,0,3,50,4600 Briarclift Road,21229,,,Patapsco WWTP,2300,2300,Rags & grease,,Gwynns Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,5/27/2013,8:05:00 PM,0,0,40,4303 N. Charles Street,21218,,,,200,200,Rags & grease,,Jones Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,5/29/2013,9:30:00 AM,0,1,0,2019 Barclay Street,21202,,,Back River WWTP,30,30,Rags & grease,,none,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,6/20/2013,9:42:00 AM,0,1,33,Ensor St & E. Madison St.,21202,,,Back River WWTP,465,465,Rags & grease,,Jones Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,6/23/2013,1:24:00 PM,0,0,60,3100 S. Hanover Street,21225,,,,600,600,Rags & grease,,Patapsco River,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,6/26/2013,10:15:00 AM,0,1,25,5423 O Donnell Street,21224,,,Back River WWTP,425,425,Rags & Grease,,Dundalk ave,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,7/4/2013,,,,,1312 W. 40th St,21211,,,,0,0,Rags & Grease,,Jones Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,7/5/2013,9:30:00 AM,0,1,30,2559 W. Fairmount Ave,21223,,,Back River WWTP,68,68,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,7/6/2013,10:39:00 AM,0,1,31,4022 Pulaski Hwy,21224,,,Back River WWTP,182,182,Rags & Grease,,Patapsco River,City of Baltimore,,,
SSO,City of Baltimore,N/A,7/19/2013,5:24:00 PM,0,4,51,1006 Billie Holiday Ct,21203,,,Back River WWTP,582,582,Rags & Grease,,Jones Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,7/22/2013,3:00:00 PM,0,1,0,28 E. Ostead St,21230,,,Patapsco WWTP,60,60,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,7/24/2013,4:00:00 PM,0,1,0,2325 Hollins St,21223,,,Back River WWTP,30,30,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,7/27/2013,1:30:00 PM,0,1,0,3800 Baltimore St,21205,,,Back River WWTP,60,60,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,7/29/2013,2:13:00 AM,0,0,26,401 E Madison St,21202,,,Back River WWTP,78,78,Rags & Grease,,Jones Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,7/31/2013,2:41:00 PM,0,6,0,4714 Greenspring Ave,21209,,,,1440,1440,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,7/31/2013,6:04:00 PM,0,2,0,2724 Bookert Dr,21225,,,,240,240,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,8/7/2013,7:00:00 PM,0,1,18,2836 Maryland Ave,21218,,,,39,39,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,8/9/2013,12:22:00 PM,0,2,38,700 N Martin Luther King Blvd,21201,,,Patapsco WWTP,316,316,Rags & Grease,,Inner Harbor,City of Baltimore,,,
SSO,City of Baltimore,N/A,8/13/2013,10:35:00 AM,0,2,55,3800 E. Baltimore St,21224,,,Back River WWTP,875,875,Rags & Grease,,Herring Run,City of Baltimore,,,
SSO,City of Baltimore,N/A,8/15/2013,6:00:00 PM,,,,430 Ilchester Rd,21218,,,,0,0,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,8/15/2013,8:30:00 PM,,,,6309 Leith Walk,21239,,,,0,0,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,8/19/2013,1:39:00 PM,0,0,16,Dupont & Greenspring Avenues,21209,,,Back River WWTP,16,16,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,8/20/2013,3:00:00 PM,0,4,30,Clyburn & Greenspring Ave,21215,,,,810,810,Rags & Grease,,Jones Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,8/23/2013,7:30:00 PM,,,,534 E Clemont St,21230,,,Patapsco WWTP,0,0,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,9/6/2013,8:00:00 PM,0,1,0,15 W. North Ave.,21201,,,,60,60,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,9/11/2013,7:00:00 PM,0,4,30,4915 Greenspring Ave,21209,,,,810,810,Rags & Grease,,Jones Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,9/13/2013,6:30:00 PM,0,4,30,Edgevale & Deerdene Rd,21210,,,,540,540,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,9/13/2013,7:00:00 PM,0,2,0,523 N. Linwood Ave,21205,,,Back River WWTP,120,120,Rags & Grease,,Inner Harbor,City of Baltimore,,,
SSO,City of Baltimore,N/A,9/15/2013,,,,,3813 Stokes Dr,21229,,,,0,0,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,9/18/2013,9:20:00 PM,0,1,0,709 Linwood Ct,21229,,,,60,60,Rags & Grease,,Gwynns Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,9/21/2013,10:05:00 AM,0,1,56,Bethune & Srelawn Rds,21225,,,,2900,2900,Rags & Grease,,Patapsco River,City of Baltimore,,,
SSO,City of Baltimore,N/A,9/26/2013,1:30:00 PM,0,1,30,5656 The Alameda,21239,39.358927,76.594632,Back River WWTP,90,90,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,9/27/2013,5:00:00 PM,0,2,30,3900 Linkwood Rd,21210,,,,2250,2250,Rags & Grease,,Jones Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,9/30/2013,3:04:00 AM,0,3,56,3111 Frisby St,21218,,,,472,472,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,9/30/2013,5:30:00 PM,0,1,30,2836 Maryland Ave,21218,,,,90,90,Rags & Grease,,Jones Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,9/30/2013,7:00:00 PM,0,1,0,2001 W. Patapsco Ave,21230,,,Patapsco WWTP,180,180,Rags & Grease,,Patapsco River,City of Baltimore,,,
SSO,City of Baltimore,N/A,10/4/2013,8:07:00 AM,0,1,53,1700 Linden Ave,21217,,,,565,565,Rags & Grease,,Jones Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,10/4/2013,5:30:00 PM,0,1,30,Dupont & Greenspring Avenues,21207,,,Back River WWTP,45,45,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,10/13/2013,,,,,3101 Pulaski Hwy,21224,,,Back River WWTP,0,0,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,Baltimore County DPW,N/A,10/14/2013,9:32:00 AM,0,1,30,"4 Saint Thomas Lane, MH# 38924",21117,,,Patapsco WWTP,1000,975,Rags & Grease,,Gwynns Falls,Baltimore County,,,
SSO,Baltimore County DPW,N/A,10/14/2013,9:32:00 AM,0,1,20,"4 Saint Thomas Lane, MH# 38924",21117,,,Patapsco WWTP,1000,975,Rags & Grease,,Patapsco River,Baltimore County,,,
SSO,City of Baltimore,N/A,10/24/2013,12:29:00 PM,0,1,40,400 Edgevale Rd,21210,,,,200,200,Rags & Grease,,Jones Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,11/6/2013,7:00:00 PM,,,,1405 McCulloh St,21217,,,Back River WWTP,0,0,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,11/6/2013,7:00:00 PM,,,,2000 E Fayette St,21231,,,Back River WWTP,0,0,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,11/12/2013,2:30:00 PM,,,,1824 N Fulton Ave,21217,,,,0,0,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,11/21/2013,7:30:00 PM,0,1,0,3949 Greenmount Ave,21218,,,,30,30,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,11/23/2013,11:47:00 AM,,,,4408 Groveland Ave,21215,,,,0,0,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,11/26/2013,2:53:00 PM,0,18,18,1800 W. Baltimore St,21223,,,,3294,3294,Rags & Grease,,Patapsco River,City of Baltimore,,,
SSO,City of Baltimore,N/A,11/27/2013,8:38:00 AM,0,0,22,504 S. Gilmore St,21223,,,,66,66,Rags & Grease,,Patapsco River,City of Baltimore,,,
SSO,City of Baltimore,N/A,11/27/2013,9:26:00 AM,0,2,1,1600 N. Pulaski St,21217,,,,605,605,Rags & Grease,,Jones Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/11/2013,9:30:00 PM,0,3,0,"4335 Eldone Rd, S03Q-016G1",21229,,,,900,900,Rags & Grease,,Gwynns Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/13/2013,12:45:00 PM,,,,2613 E. Biddle St.,21213,,,,0,0,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/15/2013,12:20:00 PM,0,2,40,"2900 Rosalind Ave, S13MM1009MH, S13001004MH",21215,,,,360,360,Rags & Grease,,Gwynns Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/19/2013,,,,,"525 Hurley Ave., S15Q--035MH, S15Q--001MH",21223,,,,0,0,Rags & Grease,,Unknown,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/23/2013,11:48:00 AM,0,1,12,"3304 W. North Ave, S0911-015MH, S0911-02MH",21216,,,,240,240,Rags & Grease,,Gwynns Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,12/26/2013,2:21:00 PM,0,0,39,"810 S. Caton Ave, S115-012MH, 013MH",21229,,,,117,117,Rags & Grease,,Gwynns Falls,City of Baltimore,,,
SSO,City of Baltimore,N/A,1/6/2014,7:00:00 AM,0,1,30,428 E. Preston St.,21202,,,,45,45,Rags & Grease,,Jones Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,Baltimore County DPW,N/A,1/7/2014,10:52:00 AM,0,3,19,6206 Charles St & Stevenson Ln. @ MH 2927,,,,Back River,145,145,Rags & Grease,,Storm Drain/ Jones Falls,Baltimore County,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,1/17/2014,,,,,3000 Normount Ct.,21216,,,,0,0,Rags & Grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,1/20/2014,2:46:00 PM,0,2,14,Greenspring & Dupont Ave.,21209,,,Patapsco,134,134,Rags & Grease,,Jones Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,2/25/2014,5:55:00 PM,,,,310 Radner Rd,21212,,,,84,84,Rags & Grease,,Sanitary Sewer,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,3/3/2014,4:30:00 PM,0,3,0,5906 Edna Ave,21214,,,,90,90,Rags & Grease,,Herring Run,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,3/4/2014,7:30:00 PM,0,1,0,5315 Wendley Rd,21229,,,,0,0,Rags & Grease,,None,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,3/6/2014,6:00:00 PM,0,0,30,East 33rd & Guilford Ave,21218,,,,15,15,Rags & Grease,,Jones Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,3/11/2014,6:40:00 PM,0,1,50,931 Wilmington Ave,21223,,,Back River,600,600,Rags & Grease,,Middle Branch,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,3/11/2014,,,,,434 S. Hanover St,21201,,,,0,0,Rags & Grease,,None,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,3/13/2014,6:00:00 PM,0,0,30,2811 Druid Hill Ave,21215,,,Patapsco,30,30,Rags & Grease,,None,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,3/14/2014,11:58:00 AM,0,0,137,2922 Norfolk Ave,21215,,,Patapsco,131,131,Rags & Grease,,Gwynns Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,3/19/2014,8:30:00 PM,0,4,0,3024 Gwynns Falls Pkwy,21216,,,,240,240,Rags & Grease,,Gwynns Falls,city of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,3/23/2014,,,,,3403 Parkside Dr,21214,,,,0,0,Rags & Grease,,None,city of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,3/26/2014,9:41:00 AM,0,0,109,6200 The Alameda,21239,,,,545,545,Rags & Grease,,Herring Run,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,4/4/2014,8:00:00 PM,0,1,0,4105 McKendree Pl,21215,,,Patapsco,30,30,Rags & Grease,,Unknown,City Of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,4/8/2014,11:49:00 AM,0,3,26,Spelman & Bethune Rd,21225,,,Patapsco,3090,3090,Rags & Grease,,Middle Branch,City Of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,4/13/2014,7:19:00 PM,0,14,41,251 N. Monroe St,21223,,,Back River,1762,1762,Rags & Grease,,Gwynns Falls,City Of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,4/16/2014,12:49:00 AM,0,1,41,4510 Bonner Rd,21216,,,Patapsco,505,505,Rags & Grease,,Gwynns Falls,City Of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,4/17/2014,,,,,705 N. Monroe St,21217,,,,0,0,Rags & Grease,,Unknown,City Of Baltimore,Evidence of Overflow,,
SSO,Somerset County Sanitary District,N/A,4/22/2014,7:00:00 AM,0,2,0,"U.S. route 13, Ocean Highway Princess Anne WWTP",21853,,,Princess Anne WWTP,4000,4000,Rags & Grease,,Manokin River,Somerset County,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,4/25/2014,,,,,1902 Boone Street,21218,,,,0,0,Rags & Grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,4/30/2014,10:55:00 AM,0,2,5,4021 Fairfiew Ave,21216,,,Patapsco,1250,1250,Rags & Grease,,Gwynns Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,CIty of Baltimore,N/A,5/1/2014,12:13:00 PM,0,3,2,2525 Insulator Dr,21230,,,Patapsco,364,364,Rags & Grease,,Unknown,City of Baltimore,Blank fields = No Information Submitted,,
SSO,CIty of Baltimore,N/A,5/2/2014,,,,,1510 E. 29th Street,21218,,,,0,0,Rags & Grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,CIty of Baltimore,N/A,5/31/2014,,,,,2119 Callow Ave,21217,,,,0,0,Rags & Grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,6/2/2014,9:03:00 AM,0,0,35,Interstate Ave Ramp,21226,,,Patapsco,175,175,Rags & grease,,Back River,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,6/26/2014,,,,,1810 Hammon Rd,21230,,,Patapsco,0,0,Rags & grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,7/12/2014,8:53:00 AM,0,2,0,3112 Brentwood Ave.,21218,,,,240,240,Rags & Grease,,Herring Run,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,7/24/2014,2:31:00 PM,0,0,59,520 Denison St,21229,,,Back River,61,61,Rags & Grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,7/27/2014,9:30:00 AM,0,0,30,Greenspring & Park Heights Aves.,21211,,,Patapsco,30,30,Rags & grease,,Jones Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,7/28/2014,2:10:00 PM,0,1,0,4307 Pimlico Rd,21215,,,Patapsco,60,60,Rags & Grease,,Gwynns Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,7/29/2014,5:00:00 PM,0,0,30,1800 Pahe Ave,21217,,,,30,30,Rags & Grease,,Jones Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,7/30/2014,10:04:00 AM,0,1,56,3337 Wintebourne Rd,21216,,,Back River,580,580,Rags & grease,,Gwynns Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,7/31/2014,10:00:00 AM,0,2,56,Greenspring & Park Heights Aves.,21211,,,Patapsco,880,880,Rags & grease,,Patapsco River,Baltimore County,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,8/1/2014,,,,,4545 N Charles St,21210,,,,0,0,Rags & grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,8/12/2014,6:00:00 PM,0,0,30,1200 Armstead Way,21205,,,Back River,90,90,Rags & grease,,Unknown,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,8/13/2014,12:30:00 PM,0,2,0,2525 Insulator Dr,21230,,,Patapsco,360,360,Rags & grease,,Patapsco River,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,8/20/2014,2:50:00 PM,0,1,25,1107 S Later Rd,21225,,,,290,290,Rags & grease,,Patapsco River,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,8/20/2014,,,,,334 S. Calhoun St,21223,,,Back River,0,0,Rags & grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,8/28/2014,,,,,1100 Clendenin,21217,,,,0,0,Rags & grease,,Jones Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,8/29/2014,8:30:00 PM,0,1,0,1900 E. Fayette Ave,21231,,,,300,300,Rags & grease,,Inner Harbor,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,9/11/2014,3:00:00 PM,0,5,0,2701 Wilmarco Ave,21223,,,,1500,1500,Rags & grease,,Gwynns Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,9/13/2014,,,,,5501 St Albans Way,21212,,,Back River,0,0,Rags & grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,9/16/2014,6:46:00 AM,0,3,56,3068 Ascension St,21225,,,,236,236,Rags & grease,,Patapsco River,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,9/22/2014,12:40:00 PM,0,1,20,Dupont Ave & Green Spring Ave,21209,,,,240,240,Rags & grease,,Unknown,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,10/1/2014,9:00:00 PM,0,1,30,2424 Annor Ct,21230,,,Patapsco,300,300,Rags & grease,,Inner Harbor,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,10/1/2014,,,,,4714 Greenspring Ave,21209,,,,0,0,Rags & grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,10/7/2014,,,,,2601 Oswego Ave,21215,,,,0,0,Rags & grease,,Jones Falls,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,10/14/2014,,,,,2015 E. Federal Street,21213,,,Patapsco,0,0,Rags & grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,10/19/2014,7:55:00 PM,0,1,21,Colvin & E. Fayette Streets,21202,,,Back River,2025,2025,Rags & grease,,Out Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,10/20/2014,9:35:00 AM,0,1,20,1650 Union Ave,21211,,,,160,160,Rags & grease,,Jones Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,11/3/2014,9:40:00 AM,0,0,35,1650 Union Ave,21211,,,,350,350,Rags & grease,,Jones Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,11/5/2014,4:40:00 PM,0,0,80,2404 Harriet Ave,21230,,,Patapsco,2000,2000,Rags & grease,,Patapsco River,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,11/9/2014,9:57:00 AM,0,0,38,3034 Mathews St,21218,,,,0,0,Rags & grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,11/10/2014,1:31:00 PM,0,0,25,3200 Carlisle Ave,21216,,,,3475,3475,Rags & grease,,Gwynns Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,11/10/2014,,,,,508 N. Payson Ct,21223,,,,0,0,Rags & grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,11/24/2014,6:48:00 AM,0,0,102,2400 Dorton Ct,21230,,,Patapsco,510,510,Rags & grease,,Patapsco River,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,11/27/2014,8:22:00 PM,0,0,73,1000 N. Bond,21205,,,Back River,73,73,Rags & grease,,Inner Harbor,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,11/28/2014,3:10:00 PM,0,0,318,410 E. Biddle St,21202,,,Back River,159,159,Rags & grease,,Unknown,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,12/2/2014,11:22:00 AM,0,0,168,4002 Edmondson Ave,21229,,,Patapsco,840,840,Rags & grease,,Gwynns Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,12/9/2014,12:15:00 PM,0,0,142,3701 Softwestern,21229,,,,710,710,Rags & grease,,Unknown,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,12/10/2014,10:30:00 AM,0,0,2010,109 N. Fremont Ave,21201,,,,2010,2010,Rags & grease,,Inner Harbor,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,12/17/2014,,,,,15 Edgevale Rd,21210,,,,0,0,Rags & grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,12/18/2014,10:30:00 AM,0,0,122,2801 W. Mulberry St,21223,,,,1220,1220,Rags & grease,,Gwynns Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,12/25/2014,11:15:00 AM,0,0,70,Edmondson & Hilton,21229,,,,700,700,Rags & grease,,Gwynns Falls,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,12/28/2014,,,,,117 S. Loudon Ave,21229,,,,0,0,Rags & grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,12/28/2014,,,,,6218 Lincoln Ave,21209,,,,0,0,Rags & grease,,Unknown,City of Baltimore,Evidence of Overflow,,
SSO,City of Baltimore,N/A,12/30/2014,12:15:00 PM,0,0,66,Dupont Ave & Green Spring Ave,21209,,,,330,330,Rags & grease,,Unknown,City of Baltimore,Blank fields = No Information Submitted,,
SSO,City of Baltimore,N/A,12/31/2014,1:00:00 PM,0,0,138,719 Seagull Ave,21225,,,,690,690,Rags & grease,,Unknown,City of Baltimore,Blank fields = No Information Submitted,,
SSO,CITY OF BALTIMORE,N/A,1/1/2015,2:10:00 PM,0,0,63,2500 FREDERICK AVE,21223,,,,315,315,RAGS & GREASE,,INNER HARBOR,CITY OF BALTIMORE,BLANK FIELD = NO INFORMATION SUBMITTED,,
SSO,CITY OF BALTIMORE,N/A,1/1/2015,5:00:00 PM,0,0,90,3110 FAIT AVE,21224,,,BACK RIVER,45,45,RAGS & GREASE,,UNKNOWN,CITY OF BALTIMORE,BLANK FIELD = NO INFORMATION SUBMITTED,,
SSO,CITY OF BALTIMORE,N/A,1/2/2015,1:35:00 PM,0,0,111,3421 PARK HEIGHTS,21215,,,,0,0,RAGS & GREASE,,UNKNOWN,CITY OF BALTIMORE,BLANK FIELD = NO INFORMATION SUBMITTED,,
SSO,CITY OF BALTIMORE,N/A,1/5/2015,10:37:00 AM,0,0,143,15 EDGEVALE RD,21210,,,,715,715,RAGS & GREASE,,UNKNOWN,CITY OF BALTIMORE,BLANK FIELD = NO INFORMATION SUBMITTED,,
SSO,CITY OF BALTIMORE,N/A,1/5/2015,,,,,1012 BILLIE HOLIDAY CT,21205,,,,0,0,RAGS & GREASE,,UNKNOWN,CITY OF BALTIMORE,EVIDENCE,,
SSO,CITY OF BALTIMORE,N,1/6/2015,1:15:00 PM,0,0,102,1015 N. MOUNT ST,21217,,,,0,0,RAGS & GREASE,,UNKNOWN,CITY OF BALTIMORE,UNKNOWN QUANTITY,,
SSO,CITY OF BALTIMORE,N/A,1/9/2015,,,,,1510 GUILFORD AVE,21202,,,,0,0,RAGS & GREASE,,UNKNOWN,CITY OF BALTIMORE,EVIDENCE,,
SSO,CITY OF BALTIMORE,N/A,1/13/2015,,,,,1132 W SARATOGA ST,21223,,,,0,0,RAGS & GREASE,,UNKNOWN,CITY OF BALTIMORE,EVIDENCE,,
SSO,CITY OF BALTIMORE,N/A,1/17/2015,,,,,316 E 22ND ST,21218,,,,0,0,RAGS & GREASE,,UNKNOWN,CITY OF BALTIMORE,EVIDENCE,,
SSO,CITY OF BALTIMORE,N/A,1/24/2015,2:18:00 PM,0,0,199,BEAUMONT AVE & NORTHWOOD DR,21239,,,,995,995,RAGS & GREASE,,UNKNOWN,CITY OF BALTIMORE,BLANK FIELD = NO INFORMATION SUBMITTED,,
SSO,CITY OF BALTIMORE,N/A,2/5/2015,5:31:00 PM,0,0,1243,3027 NORMOUT CT,21216,,,,6215,6215,RAGS & GREASE,GWYNNS FALLS,UNKNOWN,CITY OF BALTIMORE,BLANK FIELD = NO INFORMATION SUBMITTED,,
SSO,CITY OF BALTIMORE,N/A,2/5/2015,,,,,3301 PRESSTMAN ST,21216,,,,0,0,RAGS & GREASE,GWYNNS FALLS,UNKNOWN,CITY OF BALTIMORE,EVIDENCE,,
SSO,CITY OF BALTIMORE,N/A,2/6/2015,10:15:00 AM,0,0,106,N PAYSON ST & W MULBERRY ST,21223,,,,1060,1060,RAGS & GREASE,GWYNNS FALLS,GWYNNS FALLS,CITY OF BALTIMORE,BLANK FIELD = NO INFORMATION SUBMITTED,,
SSO,CITY OF BALTIMORE,N/A,2/6/2015,10:16:00 AM,0,0,274,3405 EDMONDSON AVE,21229,,,PATAPSCO,548,548,RAGS & GREASE,GWYNNS FALLS,GWYNNS FALLS,CITY OF BALTIMORE,BLANK FIELD = NO INFORMATION SUBMITTED,,
SSO,CITY OF BALTIMORE,N/A,2/9/2015,,,,,613 E. 38TH,21218,,,,0,0,RAGS & GREASE,JONES FALLS,UNKNOWN,CITY OF BALTIMORE,EVIDENCE,,
